time,open,high,low,close,Plot,Plot,Plot,Plot,Chars,Chars,Chars,Chars,Chars,Chars,Chars
2025-10-20T07:15:00-04:00,1.16534,1.16543,1.165074,1.165225,1.1659592222255686,1.1663402480217488,1.1667903054730369,1.1667150373077442,0,0,0,0,0,0,0
2025-10-20T07:30:00-04:00,1.165225,1.165244,1.164455,1.16465,1.165834534394562,1.1662739637856019,1.1667479231864422,1.1666944896728413,0,0,0,0,0,0,0
2025-10-20T07:45:00-04:00,1.16465,1.16566,1.16459,1.16566,1.1658179120712704,1.1662498867744018,1.1667263801530472,1.1666841962432608,0,0,0,0,0,0,0
2025-10-20T08:00:00-04:00,1.16566,1.16584,1.16544,1.16584,1.1658200156835303,1.1662338127832488,1.1667088280708087,1.1666757962806413,0,0,0,0,0,0,0
2025-10-20T08:15:00-04:00,1.16584,1.16604,1.16546,1.16547,1.1657866808565274,1.1662038593407684,1.1666842968218818,1.1666637983076997,0,0,0,0,0,0,0
2025-10-20T08:30:00-04:00,1.16547,1.16574,1.165235,1.165525,1.1657617588701914,1.1661772374058363,1.1666613404491712,1.166652466981255,0,0,0,0,0,0,0
2025-10-20T08:45:00-04:00,1.165525,1.16577,1.16503,1.16535,1.165722543739697,1.1661447967232546,1.166635373311564,1.1666395071107947,0,0,0,0,0,0,0
2025-10-20T09:00:00-04:00,1.16535,1.16546,1.16485,1.16508,1.1656613490978212,1.1661030399890093,1.166604573840048,1.1666239896271051,0,0,0,0,0,0,0
2025-10-20T09:15:00-04:00,1.16508,1.16527,1.164669,1.16526,1.165623125374219,1.1660699795972835,1.1665779486154926,1.1666104175910146,0,0,0,0,0,0,0
2025-10-20T09:30:00-04:00,1.16526,1.16534,1.164634,1.16503,1.165566637243341,1.1660291960836646,1.166547296167661,1.1665946920428454,0,0,0,0,0,0,0
2025-10-20T09:45:00-04:00,1.16503,1.16515,1.16465,1.16491,1.1655041003630229,1.165985306041168,1.1665148744613707,1.1665779289379414,0,0,0,0,0,0,0
2025-10-20T10:00:00-04:00,1.16491,1.165505,1.164755,1.165449,1.1654988527094017,1.1659642744317105,1.1664937680363932,1.166566695814181,0,0,0,0,0,0,0
2025-10-20T10:15:00-04:00,1.165449,1.16598,1.16542,1.1659,1.1655370572132682,1.165961753865761,1.1664820102534943,1.1665600620249852,0,0,0,0,0,0,0
2025-10-20T10:30:00-04:00,1.1659,1.166435,1.165789,1.166089,1.165589623192957,1.165966743910241,1.166474227872237,1.166555374840657,0,0,0,0,0,0,0
2025-10-20T10:45:00-04:00,1.166089,1.16624,1.16533,1.165379,1.1655695638412469,1.1659436951294473,1.1664525401915988,1.166543669618362,0,0,0,0,0,0,0
2025-10-20T11:00:00-04:00,1.165379,1.165715,1.165265,1.165675,1.1655796053801757,1.1659331580655474,1.1664371433561216,1.1665350261395724,0,0,0,0,0,0,0
2025-10-20T11:15:00-04:00,1.165675,1.16645,1.16566,1.1663,1.1656482143915876,1.1659475440237612,1.1664344276460994,1.1665326875710194,0,0,0,0,0,0,0
2025-10-20T11:30:00-04:00,1.1663,1.166315,1.1658,1.1658,1.1656626701638173,1.1659417579836138,1.1664218647224143,1.1665253971474272,0,0,0,0,0,0,0
2025-10-20T11:45:00-04:00,1.1658,1.16607,1.16546,1.1655,1.1656471777672632,1.165924434141119,1.1664036099754358,1.1665151941907363,0,0,0,0,0,0,0
2025-10-20T12:00:00-04:00,1.1655,1.165815,1.165395,1.16552,1.1656350655989525,1.1659085739787223,1.1663861127481994,1.1665052917609777,0,0,0,0,0,0,0
2025-10-20T12:15:00-04:00,1.16552,1.165775,1.165155,1.165195,1.1655931545895284,1.165880590685439,1.166362526357146,1.1664922540320128,0,0,0,0,0,0,0
2025-10-20T12:30:00-04:00,1.165195,1.165465,1.165074,1.16513,1.165549044628621,1.1658511557565983,1.1663381198946283,1.1664786992655252,0,0,0,0,0,0,0
2025-10-20T12:45:00-04:00,1.16513,1.16534,1.164939,1.16499,1.165495802283038,1.165817384942614,1.1663114244511703,1.16646388633751,0,0,0,0,0,0,0
2025-10-20T13:00:00-04:00,1.16499,1.1653,1.164869,1.16508,1.1654562020656059,1.165788467886041,1.166287039808573,1.1664501163242016,0,0,0,0,0,0,0
2025-10-20T13:15:00-04:00,1.16508,1.165109,1.164775,1.16492,1.1654051352022148,1.1657544103218827,1.1662599697133538,1.1664348912861497,0,0,0,0,0,0,0
2025-10-20T13:30:00-04:00,1.16492,1.16495,1.16415,1.164315,1.1653013128020038,1.1656979628582793,1.1662214554616042,1.1664137978405165,0,0,0,0,0,0,0
2025-10-20T13:45:00-04:00,1.164315,1.16448,1.16422,1.164345,1.165210235392289,1.165644905491288,1.166184297927711,1.166393212787377,0,0,0,0,0,0,0
2025-10-20T14:00:00-04:00,1.164345,1.164394,1.164024,1.16417,1.1651111653549282,1.1655870660602572,1.1661444108400336,1.1663710912671046,0,0,0,0,0,0,0
2025-10-20T14:15:00-04:00,1.16417,1.16425,1.16385,1.16425,1.16502914960684,1.1655346320971098,1.1661068977540923,1.1663499858813622,0,0,0,0,0,0,0
2025-10-20T14:30:00-04:00,1.16425,1.164669,1.16418,1.16438,1.16496732583476,1.1654893524070271,1.1660727017589618,1.1663303840317965,0,0,0,0,0,0,0
2025-10-20T14:45:00-04:00,1.16438,1.16485,1.16434,1.16463,1.1649351995647828,1.1654556523126338,1.1660441334072993,1.166313464787699,0,0,0,0,0,0,0
2025-10-20T15:00:00-04:00,1.16463,1.16493,1.16455,1.16473,1.1649156567490893,1.1654271953591973,1.1660181109635903,1.1662977089191646,0,0,0,0,0,0,0
2025-10-20T15:15:00-04:00,1.16473,1.16474,1.16454,1.16464,1.1648894037253665,1.1653963249529542,1.1659908216375787,1.1662812143030534,0,0,0,0,0,0,0
2025-10-20T15:30:00-04:00,1.16464,1.16466,1.164275,1.16439,1.1648418414658077,1.165356861229309,1.1659591221992107,1.1662623962502867,0,0,0,0,0,0,0
2025-10-20T15:45:00-04:00,1.16439,1.16442,1.163989,1.16408,1.1647692851357307,1.1653067882399244,1.1659219118586324,1.1662406808647117,0,0,0,0,0,0,0
2025-10-20T16:00:00-04:00,1.16408,1.16446,1.16404,1.164075,1.1647031627418516,1.1652584828187509,1.1658853393465802,1.1662191318013813,0,0,0,0,0,0,0
2025-10-20T16:15:00-04:00,1.164075,1.16442,1.16403,1.164335,1.16466809962358,1.165222267806251,1.165854639557539,1.166200384221268,0,0,0,0,0,0,0
2025-10-20T16:30:00-04:00,1.164335,1.16444,1.164229,1.164359,1.1646386615641915,1.16518841416679,1.1658250229326372,1.1661820619902106,0,0,0,0,0,0,0
2025-10-20T16:45:00-04:00,1.164359,1.164405,1.16411,1.1642,1.1645968842723637,1.165149652826916,1.1657928442607037,1.1661623399803578,0,0,0,0,0,0,0
2025-10-20T17:00:00-04:00,1.1642,1.164385,1.16419,1.16437,1.1645752762464243,1.1651190782062526,1.1657646691268284,1.1661445057516975,0,0,0,0,0,0,0
2025-10-20T17:15:00-04:00,1.16437,1.16451,1.164359,1.16442,1.1645604880324791,1.1650916633746349,1.165738042015406,1.1661273464904867,0,0,0,0,0,0,0
2025-10-20T17:30:00-04:00,1.16442,1.16452,1.16439,1.164464,1.1645512986960525,1.165067049124649,1.1657128134606454,1.1661107957791386,0,0,0,0,0,0,0
2025-10-20T17:45:00-04:00,1.164464,1.164529,1.164455,1.164499,1.164546317867857,1.1650447726883884,1.1656887775505336,1.166094758010192,0,0,0,0,0,0,0
2025-10-20T18:00:00-04:00,1.164499,1.164545,1.164405,1.164425,1.164534763785204,1.165020467877079,1.1656637522525033,1.1660781435026277,0,0,0,0,0,0,0
2025-10-20T18:15:00-04:00,1.164425,1.16454,1.16434,1.164375,1.164519548186613,1.1649951554113112,1.1656382324059191,1.166061196801109,0,0,0,0,0,0,0
2025-10-20T18:30:00-04:00,1.164375,1.164455,1.16428,1.16432,1.1645005435974118,1.1649686787285147,1.1656121287939207,1.1660438714598045,0,0,0,0,0,0,0
2025-10-20T18:45:00-04:00,1.16432,1.16447,1.16429,1.16432,1.164483348969087,1.1649432403470044,1.1655865420851301,1.1660267185099558,0,0,0,0,0,0,0
2025-10-20T19:00:00-04:00,1.16432,1.164475,1.164245,1.164329,1.164468649067269,1.1649191524902591,1.1655616402616622,1.1660098257884637,0,0,0,0,0,0,0
2025-10-20T19:15:00-04:00,1.164329,1.164534,1.164259,1.16439,1.16446115867991,1.1648984014122097,1.1655384394644015,1.1659937081189267,0,0,0,0,0,0,0
2025-10-20T19:30:00-04:00,1.16439,1.16442,1.1643,1.164329,1.1644485721389664,1.1648760719450642,1.1655144901680767,1.165977143859037,0,0,0,0,0,0,0
2025-10-20T19:45:00-04:00,1.164329,1.16449,1.1643,1.16442,1.1644458509828743,1.164858186770748,1.1654928170954415,1.1659616498902903,0,0,0,0,0,0,0
2025-10-20T20:00:00-04:00,1.16442,1.16523,1.164315,1.16517,1.164514817555934,1.1648704147405224,1.16548642467771,1.165953772776954,0,0,0,0,0,0,0
2025-10-20T20:15:00-04:00,1.16517,1.165265,1.164885,1.16505,1.1645657873125117,1.1648774572997176,1.1654777826048839,1.1659447800130043,0,0,0,0,0,0,0
2025-10-20T20:30:00-04:00,1.16505,1.165455,1.16505,1.165444,1.164649426616082,1.164899674660513,1.165477113642411,1.1659397971273027,0,0,0,0,0,0,0
2025-10-20T20:45:00-04:00,1.165444,1.16553,1.165185,1.16532,1.1647132907478837,1.1649161580071594,1.165474002481175,1.1659336299917076,0,0,0,0,0,0,0
2025-10-20T21:00:00-04:00,1.16532,1.16532,1.164985,1.16506,1.1647463106766567,1.1649217988696237,1.1654658044122408,1.1659249371559692,0,0,0,0,0,0,0
2025-10-20T21:15:00-04:00,1.16506,1.1652,1.164685,1.164695,1.1647414239455465,1.1649129047963052,1.165450540958533,1.1659126989753128,0,0,0,0,0,0,0
2025-10-20T21:30:00-04:00,1.164695,1.16485,1.16421,1.16439,1.1647079549983517,1.164892398725862,1.1654295401474728,1.1658975477417275,0,0,0,0,0,0,0
2025-10-20T21:45:00-04:00,1.16439,1.164745,1.164285,1.16452,1.1646900545223182,1.1648777948542595,1.1654115294514833,1.1658838407990237,0,0,0,0,0,0,0
2025-10-20T22:00:00-04:00,1.16452,1.164525,1.163919,1.164429,1.1646651921868594,1.1648601950560533,1.165392073422741,1.1658693647711729,0,0,0,0,0,0,0
2025-10-20T22:15:00-04:00,1.164429,1.16448,1.16411,1.16431,1.1646313643595394,1.1648386187793454,1.165370646226251,1.165853848703798,0,0,0,0,0,0,0
2025-10-20T22:30:00-04:00,1.16431,1.164364,1.163565,1.163625,1.1645355201348213,1.1647910258860377,1.165336078974246,1.1658316711047552,0,0,0,0,0,0,0
2025-10-20T22:45:00-04:00,1.163625,1.163665,1.163285,1.16341,1.1644283277410288,1.1647368680081538,1.165297938796538,1.165807574874857,0,0,0,0,0,0,0
2025-10-20T23:00:00-04:00,1.16341,1.163549,1.16329,1.16354,1.164343725099026,1.164689932007834,1.1652631281272998,1.1657850119407789,0,0,0,0,0,0,0
2025-10-20T23:15:00-04:00,1.16354,1.163605,1.16337,1.16354,1.1642671798514999,1.164644836634978,1.1652290067782445,1.1657626735135074,0,0,0,0,0,0,0
2025-10-20T23:30:00-04:00,1.16354,1.1636,1.163379,1.1635,1.164194115103738,1.1645999410806651,1.1651947690202595,1.1657401593491938,0,0,0,0,0,0,0
2025-10-20T23:45:00-04:00,1.1635,1.163549,1.1633,1.16347,1.164125151760525,1.1645556296657371,1.1651606151782743,1.165717570698953,0,0,0,0,0,0,0
2025-10-21T00:00:00-04:00,1.16347,1.16349,1.163205,1.16344,1.1640598992119036,1.1645118794827671,1.1651265435905858,1.1656949083039387,0,0,1,0,0,0,0
2025-10-21T00:15:00-04:00,1.16344,1.16351,1.163325,1.163379,1.1639950516679127,1.164467452836384,1.1650919387670098,1.165671864440218,0,0,0,0,0,0,0
2025-10-21T00:30:00-04:00,1.163379,1.16353,1.163195,1.163425,1.1639407610328734,1.1644265723329965,1.165058930078554,1.1656495075801163,0,0,0,0,0,0,0
2025-10-21T00:45:00-04:00,1.163425,1.163675,1.163244,1.163595,1.163907831410695,1.1643939616532712,1.1650299413641272,1.1656290647186227,0,0,0,0,0,0,0
2025-10-21T01:00:00-04:00,1.163595,1.163775,1.163244,1.163545,1.1638732760382478,1.1643606690394175,1.1650005365846394,1.1656083277562483,0,0,0,0,0,0,0
2025-10-21T01:15:00-04:00,1.163545,1.16356,1.162955,1.163035,1.1637934402250814,1.1643086820182638,1.164961615068112,1.1655827225049424,0,0,0,0,0,0,0
2025-10-21T01:30:00-04:00,1.163035,1.163195,1.16271,1.16276,1.1636950173465022,1.1642479493900966,1.1649180187301296,1.1655546357138484,0,0,0,0,0,0,0
2025-10-21T01:45:00-04:00,1.16276,1.162925,1.16244,1.162525,1.1635835871230258,1.1641803827473476,1.1648706322206221,1.165524490084855,0,0,0,0,0,0,0
2025-10-21T02:00:00-04:00,1.162525,1.162625,1.16187,1.16227,1.1634584835874995,1.1641054657768635,1.164819134552887,1.165492107098936,0,0,0,0,0,0,0
2025-10-21T02:15:00-04:00,1.16227,1.16264,1.162135,1.162569,1.1633737708648806,1.1640452122169864,1.164774577433028,1.1654630214561605,0,0,0,0,0,0,0
2025-10-21T02:30:00-04:00,1.162569,1.162985,1.16241,1.16283,1.1633219831634634,1.1639975568359282,1.1647360709492056,1.1654368222376912,0,0,0,0,0,0,0
2025-10-21T02:45:00-04:00,1.16283,1.16342,1.16283,1.1632,1.163310365719324,1.1639662800972643,1.1647056537026867,1.1654145653000028,0,0,0,0,0,0,0
2025-10-21T03:00:00-04:00,1.1632,1.16356,1.16241,1.16246,1.1632293785079597,1.1639072102895285,1.1646611853125346,1.1653851666403012,0,0,0,0,0,0,0
2025-10-21T03:15:00-04:00,1.16246,1.16325,1.162159,1.16306,1.1632132472214873,1.1638739863566059,1.1646294786726825,1.1653620306538306,0,0,0,0,0,0,0
2025-10-21T03:30:00-04:00,1.16306,1.163155,1.16244,1.162955,1.1631886522480124,1.1638379476759546,1.164596320679164,1.1653380801000612,0,0,0,0,0,0,0
2025-10-21T03:45:00-04:00,1.162955,1.16317,1.162515,1.16255,1.1631278282243922,1.1637874399239563,1.1645557994775966,1.1653103380095133,0,0,0,0,0,0,0
2025-10-21T04:00:00-04:00,1.16255,1.162685,1.162035,1.16228,1.163047082679212,1.1637283246328207,1.1645107341414065,1.1652801853925032,0,0,0,0,0,0,0
2025-10-21T04:15:00-04:00,1.16228,1.16271,1.16199,1.162535,1.1629983129002395,1.1636815275883965,1.1644716106930617,1.1652528701149658,0,0,0,0,0,0,0
2025-10-21T04:30:00-04:00,1.162534,1.16276,1.161995,1.162255,1.1629275211954548,1.163625585330028,1.164427717412011,1.165223040561583,0,0,0,0,0,0,0
2025-10-21T04:45:00-04:00,1.162255,1.162275,1.161275,1.16213,1.1628515667958876,1.1635669349249287,1.1643822180573178,1.1651922640385823,0,0,0,0,0,0,0
2025-10-21T05:00:00-04:00,1.16213,1.162205,1.161595,1.16199,1.1627695128153268,1.1635050943396374,1.1643348474027175,1.1651604007148153,0,0,0,0,0,0,0
2025-10-21T05:15:00-04:00,1.16199,1.16234,1.161845,1.16223,1.1627181306424386,1.1634550906400438,1.164293167256129,1.1651312424987474,0,0,0,0,0,0,0
2025-10-21T05:30:00-04:00,1.162229,1.16272,1.162085,1.16241,1.1626887848669683,1.1634141066933754,1.1642558768154136,1.165104165458959,0,0,0,0,0,0,0
2025-10-21T05:45:00-04:00,1.16241,1.162465,1.161935,1.16207,1.162629852974876,1.1633613966269685,1.1642125921259996,1.1650739747578747,0,0,0,0,0,0,0
2025-10-21T06:00:00-04:00,1.16207,1.162345,1.161235,1.16136,1.1625089145963163,1.1632829104847344,1.1641561051532074,1.1650370197851594,0,0,0,0,0,0,0
2025-10-21T06:15:00-04:00,1.16136,1.161515,1.160655,1.1615,1.1624128274919052,1.1632129924265096,1.1641035090115597,1.1650018255584413,0,0,0,0,0,0,0
2025-10-21T06:30:00-04:00,1.1615,1.16156,1.16079,1.16092,1.162270653445057,1.1631230711548817,1.1640404692291526,1.1649612103787554,0,0,0,0,0,0,0
2025-10-21T06:45:00-04:00,1.16092,1.161855,1.16077,1.1618,1.1622258293074326,1.163071186011553,1.1639961035018427,1.164929755549116,0,0,0,0,0,0,0
2025-10-21T07:00:00-04:00,1.1618,1.16253,1.161695,1.16239,1.1622414646114867,1.1630444728346294,1.1639642994721031,1.1649044843496223,0,0,0,0,0,0,0
2025-10-21T07:15:00-04:00,1.16239,1.162595,1.16182,1.161995,1.162217991791345,1.163003317037193,1.1639253034429526,1.1648755342565913,0,0,0,0,0,0,0
2025-10-21T07:30:00-04:00,1.161995,1.162399,1.161735,1.16179,1.1621772306683598,1.162955735976911,1.1638830202064585,1.1648448324231924,0,0,0,0,0,0,0
2025-10-21T07:45:00-04:00,1.16179,1.161845,1.160925,1.161275,1.1620913039380398,1.1628898247621302,1.163831376241974,1.1648093117025635,0,0,0,0,0,0,0
2025-10-21T08:00:00-04:00,1.161275,1.16167,1.160445,1.160705,1.16195927499156,1.1628041453596938,1.163769467801539,1.16476847278015,0,0,0,0,0,0,0
2025-10-21T08:15:00-04:00,1.160705,1.16106,1.16034,1.16054,1.1618241059447447,1.1627153553455882,1.1637055179440827,1.1647263984241285,0,0,0,0,0,0,0
2025-10-21T08:30:00-04:00,1.16054,1.160985,1.160205,1.160615,1.161708952997626,1.1626329884692908,1.1636443195689523,1.1646854889870726,0,0,0,0,0,0,0
2025-10-21T08:45:00-04:00,1.160615,1.1612,1.160275,1.16112,1.1616528622359474,1.162573655588142,1.1635943330428344,1.1646500114847136,0,0,0,0,0,0,0
2025-10-21T09:00:00-04:00,1.16112,1.16135,1.160815,1.161145,1.1616044944039525,1.1625176298788031,1.163545831398422,1.1646151357485472,0,0,0,0,0,0,0
2025-10-21T09:15:00-04:00,1.161145,1.16162,1.16085,1.16113,1.1615593044607189,1.1624632130208108,1.1634979931529086,1.1645804577809,0,0,0,0,0,0,0
2025-10-21T09:30:00-04:00,1.16113,1.1617,1.160815,1.16096,1.1615022278454123,1.162404263490583,1.163447735862752,1.1645444333253687,0,0,0,0,0,0,0
2025-10-21T09:45:00-04:00,1.16096,1.161475,1.16026,1.161265,1.1614796347172778,1.1623595864909522,1.1634045133704203,1.1645118021480019,0,0,0,0,0,0,0
2025-10-21T10:00:00-04:00,1.161265,1.161475,1.160555,1.161235,1.1614563361727752,1.1623154850599344,1.16336155270962,1.1644791971515043,0,0,0,0,0,0,0
2025-10-21T10:15:00-04:00,1.161235,1.161815,1.16106,1.16136,1.1614471612991775,1.162278015057584,1.1633219180024987,1.1644481603639272,0,0,0,0,0,0,0
2025-10-21T10:30:00-04:00,1.16136,1.16143,1.159975,1.160035,1.1613126697468747,1.1621900536827767,1.1632568305173008,1.164404248320505,0,0,0,0,0,0,0
2025-10-21T10:45:00-04:00,1.160035,1.160635,1.159775,1.160445,1.1612300345328868,1.1621216202050209,1.163201150705077,1.1643648528148283,0,0,0,0,0,0,0
2025-10-21T11:00:00-04:00,1.160445,1.161095,1.16041,1.160875,1.161196221720231,1.1620727331381573,1.1631550883148776,1.1643301279111982,0,0,0,0,0,0,0
2025-10-21T11:15:00-04:00,1.160875,1.16162,1.160865,1.16161,1.161235629175447,1.1620545867405825,1.1631244925066622,1.164303061961833,0,0,0,0,0,0,0
2025-10-21T11:30:00-04:00,1.16161,1.161625,1.160855,1.161225,1.1612346168730237,1.1620220539272264,1.163086878793659,1.1642724344796258,0,0,0,0,0,0,0
2025-10-21T11:45:00-04:00,1.161225,1.16167,1.161074,1.16152,1.16126179621845,1.1620023655379235,1.1630558514908143,1.1642450470718684,0,0,0,0,0,0,0
2025-10-21T12:00:00-04:00,1.16152,1.16246,1.161405,1.16177,1.1613101965785975,1.1619932531638872,1.1630303890850555,1.1642204197378199,0,0,0,0,0,0,0
2025-10-21T12:15:00-04:00,1.16177,1.16177,1.161205,1.16162,1.16133970166635,1.1619786157849112,1.1630024605883218,1.1641945449145579,0,0,0,0,0,0,0
2025-10-21T12:30:00-04:00,1.161619,1.161775,1.161085,1.161279,1.161333920555269,1.1619511798717774,1.1629683326558797,1.164165534517398,0,0,0,0,0,0,0
2025-10-21T12:45:00-04:00,1.161279,1.16137,1.16079,1.160895,1.1612921185976244,1.1619097610532763,1.162927276563684,1.164132991885384,0,0,0,0,0,0,0
2025-10-21T13:00:00-04:00,1.160895,1.16101,1.160545,1.16079,1.1612442977788031,1.1618658488551086,1.1628849542554922,1.1640997282845345,0,0,0,0,0,0,0
2025-10-21T13:15:00-04:00,1.16079,1.16086,1.16033,1.16034,1.161158174180822,1.1618060116451043,1.1628345591217202,1.1640623180528475,0,0,0,0,0,0,0
2025-10-21T13:30:00-04:00,1.16034,1.16055,1.16025,1.160385,1.1610845385445532,1.1617502856982376,1.162786053000498,1.164025727823466,0,0,0,0,0,0,0
2025-10-21T13:45:00-04:00,1.160385,1.16048,1.160145,1.160395,1.1610188682069766,1.161697137239483,1.1627387054163298,1.1639896011784565,0,0,0,0,0,0,0
2025-10-21T14:00:00-04:00,1.160395,1.16074,1.160395,1.160635,1.1609823093301217,1.161655484798719,1.1626970478833332,1.163956222062253,0,0,0,0,0,0,0
2025-10-21T14:15:00-04:00,1.160635,1.16076,1.160355,1.160485,1.1609349465367769,1.1616095834340634,1.1626532449549503,1.1639216825392456,0,0,0,0,0,0,0
2025-10-21T14:30:00-04:00,1.160485,1.160865,1.160485,1.16061,1.16090399924756,1.161570384083708,1.1626127846588126,1.1638887304741785,0,0,0,0,0,0,0
2025-10-21T14:45:00-04:00,1.16061,1.16078,1.16047,1.16051,1.1608664755096971,1.1615288003941509,1.162571145358638,1.1638551112654802,0,0,0,0,0,0,0
2025-10-21T15:00:00-04:00,1.16051,1.160775,1.16051,1.160615,1.1608425254611545,1.1614929650845762,1.1625324098069818,1.1638228713523908,0,0,0,0,0,0,0
2025-10-21T15:15:00-04:00,1.160615,1.16065,1.160275,1.16031,1.1607918087505684,1.1614465742969458,1.162488401691992,1.163787917408586,0,0,0,0,0,0,0
2025-10-21T15:30:00-04:00,1.16031,1.16056,1.160215,1.160505,1.1607644936314667,1.1614096498147126,1.1624491264109624,1.1637552515637244,0,0,0,0,0,0,0
2025-10-21T15:45:00-04:00,1.160505,1.160615,1.160005,1.16007,1.1606983513808509,1.1613571145278612,1.162402014996884,1.163718582393936,0,0,0,0,0,0,0
2025-10-21T16:00:00-04:00,1.16007,1.160125,1.159925,1.16,1.1606318417255317,1.161303894350298,1.1623544503434802,1.1636815815740957,0,0,0,0,0,0,0
2025-10-21T16:15:00-04:00,1.16,1.160025,1.15991,1.15996,1.1605678567992905,1.1612511926110707,1.1623070354851934,1.1636445509116669,0,0,0,0,0,0,0
2025-10-21T16:30:00-04:00,1.15996,1.160305,1.159905,1.1601,1.1605232990088818,1.1612060478027935,1.1622633318122193,1.1636092817483668,0,0,0,0,0,0,0
2025-10-21T16:45:00-04:00,1.1601,1.16027,1.15994,1.159945,1.1604682229127978,1.161156594947782,1.1622174242515813,1.1635728212334577,0,0,0,0,0,0,0
2025-10-21T17:00:00-04:00,1.159945,1.160185,1.159895,1.1601,1.1604331540639599,1.1611151598517906,1.1621754950584806,1.1635382657982989,0,0,0,0,0,0,0
2025-10-21T17:15:00-04:00,1.1601,1.16037,1.1601,1.160305,1.1604209489150112,1.1610833888772105,1.1621384555523722,1.163506093999311,0,0,0,0,0,0,0
2025-10-21T17:30:00-04:00,1.160305,1.16047,1.16027,1.16035,1.1604141918754864,1.1610546285290846,1.162103040590939,1.1634746900789197,0,0,0,0,0,0,0
2025-10-21T17:45:00-04:00,1.16035,1.160575,1.160325,1.16049,1.1604214116968687,1.1610324862338264,1.1620710991930985,1.1634449916701741,0,0,0,0,0,0,0
2025-10-21T18:00:00-04:00,1.16049,1.16051,1.16003,1.16008,1.160388896297167,1.1609951338324997,1.1620316714863044,1.1634115091659933,0,0,0,0,0,0,0
2025-10-21T18:15:00-04:00,1.16008,1.160195,1.160015,1.160135,1.1603647156974368,1.1609614030939703,1.1619941136350904,1.1633789070847396,0,0,0,0,0,0,0
2025-10-21T18:30:00-04:00,1.160135,1.16021,1.16011,1.160135,1.1603428380119667,1.160928995129501,1.1619572995037024,1.1633466294023043,0,0,0,0,0,0,0
2025-10-21T18:45:00-04:00,1.160135,1.160215,1.159955,1.16003,1.1603130439155889,1.1608937404185402,1.1619191351570946,1.1633136281147192,0,0,0,0,0,0,0
2025-10-21T19:00:00-04:00,1.16003,1.16015,1.15995,1.16006,1.1602889444950566,1.1608610447158523,1.1618823205995283,1.1632812537056174,0,0,0,0,0,0,0
2025-10-21T19:15:00-04:00,1.16006,1.160075,1.15996,1.16001,1.1602623783526702,1.1608276704132698,1.1618452449440921,1.163248703917502,0,0,0,0,0,0,0
2025-10-21T19:30:00-04:00,1.16001,1.160185,1.159995,1.160124,1.1602491994619397,1.1608000754951024,1.1618111608857933,1.1632176123362332,0,0,0,0,0,0,0
2025-10-21T19:45:00-04:00,1.160125,1.16015,1.159905,1.15995,1.1602207042750883,1.160766739201177,1.1617743062147874,1.163185098780649,0,0,0,0,0,0,0
2025-10-21T20:00:00-04:00,1.15995,1.16059,1.15995,1.160575,1.16025444672508,1.160759220016817,1.1617505575768707,1.1631591276485032,0,0,0,0,0,0,0
2025-10-21T20:15:00-04:00,1.160575,1.160785,1.160395,1.16071,1.1602978327512627,1.160757289820079,1.1617299524763387,1.163134758219165,0,0,0,0,0,0,0
